geo_aggregation_level,industry_code,industry_description,industry_ubiquity,industry_employment_share_nation,industry_complexity,industry_complexity_percentile
2,441210,Recreational Vehicle Dealers,31,0.00031837753783341187,-0.8394690370092829,21.88
2,441222,Boat Dealers,23,0.0002389566803478965,-1.0286394042848603,17.76
2,441227,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",34,0.0004793532043381812,-0.8963720432686658,20.08
2,441330,Automotive Parts and Accessories Retailers,31,0.0023541214095892577,-1.5419371093655958,6.66
2,441340,Tire Dealers,31,0.0011373273303364546,-1.2162628769131074,12.47
2,444110,Home Centers,33,0.004221082335169855,-0.4388592079128858,33.4
2,444120,Paint and Wallpaper Retailers,28,0.00025507604542801917,-0.2686185960320666,38.37
2,444140,Hardware Retailers,30,0.0010515562461094106,-1.6184214975020508,5.6
2,444180,Other Building Material Dealers,27,0.0015454570340216812,-1.1464285315692835,14.8
2,444230,Outdoor Power Equipment Retailers,24,0.00019574416178968872,-0.8372223313306965,21.99
2,444240,"Nursery, Garden Center, and Farm Supply Retailers",36,0.0009675118269674614,-1.5053681362934852,7.51
2,445110,Supermarkets and Other Grocery (except Convenience) Stores,22,0.015186048105554696,-1.4070061218639205,8.99
2,445131,Convenience Retailers,15,0.0010275148727817258,-1.0222872585480784,17.97
2,445132,Vending Machine Operators,16,0.00023696613953551126,0.12411366351862622,51.8
2,445230,Fruit and Vegetable Retailers,17,0.00022706506333327223,-0.8574104008936203,21.14
2,445240,Meat Retailers,19,0.0003741700448687403,-1.386196539564233,9.3
2,445250,Fish and Seafood Retailers,16,8.793945433390756e-05,-0.1513628607548732,42.28
2,445291,Baked Goods Retailers,14,0.0001412595605331033,0.2735718725710589,58.03
2,445292,Confectionery and Nut Retailers,20,0.00013744483534510276,0.3390286967486898,59.94
2,445298,All Other Specialty Food Retailers,24,0.0005499284885306186,-0.24294554593163065,39.22
2,445320,"Beer, Wine, and Liquor Retailers",23,0.0010573615121097963,-1.3940378899402701,9.2
2,449110,Furniture Retailers,26,0.0011917316215890822,-0.855193317997867,21.46
2,449121,Floor Covering Retailers,28,0.00043009448976771386,-0.5679250151304137,28.54
2,449122,Window Treatment Retailers,17,8.500240276058985e-05,0.9499187666658009,82.14
2,449129,All Other Home Furnishings Retailers,15,0.0007950403570390032,0.43860361025775396,63.64
2,449210,Electronics and Appliance Retailers,18,0.0023478859114248116,0.003925120162439235,48.31
2,455110,Department Stores,14,0.005864156179002372,0.4984878453590886,67.02
2,455211,Warehouse Clubs and Supercenters,34,0.009644910235328734,-0.779159798318992,23.26
2,455219,All Other General Merchandise Retailers,26,0.0035859391960110436,-1.8846851150397865,3.38
2,456110,Pharmacies and Drug Retailers,25,0.004102670970762776,-1.5598798029859946,6.34
2,456120,"Cosmetics, Beauty Supplies, and Perfume Retailers",14,0.0012052810665425517,0.6689889425236726,74.1
2,456130,Optical Goods Retailers,14,0.0004160402390750802,1.0813979087246068,86.15
2,456191,Food (Health) Supplement Retailers,18,0.00031385149546749844,-0.21328655855717782,40.38
2,456199,All Other Health and Personal Care Retailers,19,0.0004551512110025807,-0.08261093724237603,45.03
2,457110,Gasoline Stations with Convenience Stores,35,0.005176312467960611,-1.9028084968299255,3.28
2,457120,Other Gasoline Stations,22,0.0005501120542539509,-1.529480991948198,6.77
2,457210,Fuel Dealers,19,0.0004299396061886522,-1.5570602301339456,6.45
2,458110,Clothing and Clothing Accessories Retailers,15,0.0050981880433961305,0.8400088992475689,79.6
2,458210,Shoe Retailers,16,0.0010115044998498318,0.655091690713924,73.68
2,458310,Jewelry Retailers,13,0.0008004842280215785,-0.1255449935543858,43.13
2,458320,Luggage and Leather Goods Retailers,11,7.102846207191412e-05,0.34826951901077097,60.25
2,459110,Sporting Goods Retailers,31,0.0017705487658291304,-0.24552884726071725,39.11
2,459120,"Hobby, Toy, and Game Retailers",31,0.0008300555187646504,0.31237403224408966,59.09
2,459130,"Sewing, Needlework, and Piece Goods Retailers",25,0.00023619745806905703,-0.963965360702851,18.71
2,459140,Musical Instrument and Supplies Retailers,18,0.0002220342152281948,-0.12099465535437304,43.34
2,459210,Book Retailers and News Dealers,25,0.00043000844333490184,0.11332509332643882,51.16
2,459310,Florists,30,0.00043802223444413006,-1.421505156828311,8.77
2,459410,Office Supplies and Stationery Retailers,25,0.00039592258308362467,-0.021513469373769026,47.46
2,459420,"Gift, Novelty, and Souvenir Retailers",24,0.0008504313140545422,-0.8021833693462141,22.73
2,459510,Used Merchandise Retailers,26,0.001474181905509039,-0.5520455877798426,29.18
2,459910,Pet and Pet Supplies Retailers,18,0.0008091347627336158,0.22485273776913833,55.29
2,459920,Art Dealers,17,0.0001361025109932349,-0.5271876387376442,30.23
2,459930,Manufactured (Mobile) Home Dealers,24,8.057961611405085e-05,-0.8086428194017898,22.52
2,459991,"Tobacco, Electronic Cigarette, and Other Smoking Supplies Retailers",24,0.0009561364885497094,-1.1675927333463878,13.85
2,459999,All Other Miscellaneous Retailers,17,0.0012889755635243985,-1.1013392742877766,15.75
2,481111,Scheduled Passenger Air Transportation,16,0.002877989301835536,2.129666171320781,98.73
2,481112,Scheduled Freight Air Transportation,8,8.116473185717275e-05,0.9770168486168506,82.88
2,481211,Nonscheduled Chartered Passenger Air Transportation,11,0.0002607780557090305,0.08279307846185428,50.32
2,481212,Nonscheduled Chartered Freight Air Transportation,14,6.505110320590423e-05,0.9513322645223642,82.24
2,481219,Other Nonscheduled Air Transportation,19,4.816305665932733e-05,0.4141820491168063,62.79
2,482110,Rail transportation,26,0.0012274867826369128,-1.9616407242263956,2.64
2,483111,Deep Sea Freight Transportation,6,5.968180579843277e-05,1.0682522200232958,85.62
2,483112,Deep Sea Passenger Transportation,3,9.128379235586896e-05,1.2670585169009005,90.27
2,483113,Coastal and Great Lakes Freight Transportation,10,5.529343772501859e-05,0.4803038301397122,66.17
2,483114,Coastal and Great Lakes Passenger Transportation,11,3.561748675533151e-05,0.9103149619938553,81.4
2,483211,Inland Water Freight Transportation,12,0.00013437010947928577,-0.1988784312118131,41.23
2,483212,Inland Water Passenger Transportation,14,2.643920058871363e-05,0.7401774593376375,76.53
2,484110,"General Freight Trucking, Local",17,0.0021817761410955904,-2.0080340754752317,2.54
2,484121,"General Freight Trucking, Long-Distance, Truckload",23,0.003824809829926128,-1.8418117156449103,3.7
2,484122,"General Freight Trucking, Long-Distance, Less Than Truckload",21,0.0015908035041136276,-0.06114062375358815,46.09
2,484210,Used Household and Office Goods Moving,22,0.0005710442831426938,0.9967767677311522,83.3
2,484220,"Specialized Freight (except Used Goods) Trucking, Local",29,0.001393762909402904,-2.0533166435936416,2.33
2,484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance",25,0.0008005989565986612,-1.8187450931590718,3.91
2,485111,Mixed Mode Transit Systems,8,3.455051098846218e-05,1.7210593122336373,96.72
2,485112,Commuter Rail Systems,6,5.885576004343716e-06,3.161054607651598,100.0
2,485113,Bus and Other Motor Vehicle Transit Systems,13,0.0002233822760089168,1.1884105957897368,88.69
2,485119,Other Urban Transit Systems,10,7.824488957041742e-06,2.3561066272243814,99.58
2,485210,Interurban and Rural Bus Transportation,15,9.212131096857284e-05,0.0422384295216828,49.37
2,485310,Taxi and Ridesharing Services,10,0.0007242413521212545,0.8098230038904648,78.75
2,485320,Limousine Service,11,0.0010103572140790044,2.0104049156025363,98.2
2,485410,School and Employee Bus Transportation,21,0.0011654931960102632,-0.3965700270126577,34.25
2,485510,Charter Bus Industry,23,0.00013560344168292505,0.6109980439831386,72.09
2,485991,Special Needs Transportation,19,0.00045401539808946173,-0.2074174736667168,40.8
2,485999,All Other Transit and Ground Passenger Transportation,19,0.00024357450557547613,0.34425665641223924,60.04
2,486110,Pipeline Transportation of Crude Oil,12,7.201512783482554e-05,-1.51796720366108,7.08
2,486210,Pipeline Transportation of Natural Gas,16,0.00020396446433766584,-1.9045686634226968,3.17
2,486910,Pipeline Transportation of Refined Petroleum Products,19,3.4831596002314856e-05,0.18047645996018172,53.91
2,486990,All Other Pipeline Transportation,8,7.182008925378492e-06,-0.2849272065226701,37.63
2,487110,"Scenic and Sightseeing Transportation, Land",20,6.779311619818132e-05,0.4099118378178446,62.58
2,487210,"Scenic and Sightseeing Transportation, Water",17,0.00011926609230634522,0.37684587419783006,61.73
2,487990,"Scenic and Sightseeing Transportation, Other",13,1.8035332317404134e-05,1.010996456317915,83.62
2,488111,Air Traffic Control,20,1.3721537819093732e-05,1.466301781130549,94.71
2,488119,Other Airport Operations,14,0.0007382956028138881,1.2513584013404035,89.96
2,488190,Other Support Activities for Air Transportation,20,0.0008488193775465299,-0.17765955758166918,41.97
2,488210,Support Activities for Rail Transportation,20,0.00022900971271482438,-0.9179892249714939,19.34
2,488310,Port and Harbor Operations,11,5.9658860083016225e-05,0.49629445977047787,66.81
2,488320,Marine Cargo Handling,14,0.00036393625579296134,0.36722156505340053,60.78
2,488330,Navigational Services to Shipping,11,0.00010642222810193432,0.16892674968930463,53.28
2,488390,Other Support Activities for Water Transportation,13,5.418630695617031e-05,0.5867292550395659,71.04
2,488410,Motor Vehicle Towing,21,0.0005070085278439717,-0.834122826882589,22.2
2,488490,Other Support Activities for Road Transportation,23,0.00025940704921289197,-0.04183257594650077,46.72
2,488510,Freight Transportation Arrangement,12,0.0016916843419424663,-0.0024273953120020004,47.89
2,488991,Packing and Crating,16,0.00013268359939616972,0.6940445582319035,75.05
2,488999,All Other Support Activities for Transportation,16,9.811587912114514e-05,0.2631739062344416,57.29
2,491110,Postal Service,27,7.475714082710264e-05,-0.3925344813482773,34.36
2,492110,Couriers and Express Delivery Services,16,0.0057600457317286535,0.3296363190955768,59.73
2,492210,Local Messengers and Local Delivery,13,0.0013930171736518664,0.7375417462134265,76.43
2,493110,General Warehousing and Storage,16,0.010130980797855108,0.2494372993580784,56.87
2,493120,Refrigerated Warehousing and Storage,18,0.0004253275173899267,0.23241420097095053,55.92
2,493130,Farm Product Warehousing and Storage,20,6.148878088748566e-05,-1.9357000765935037,3.07
2,493190,Other Warehousing and Storage,20,0.00032010993934736097,-0.09670539879400626,44.19
2,512110,Motion Picture and Video Production,9,0.0016000104724245162,1.070217607628628,85.73
2,512120,Motion Picture and Video Distribution,5,5.1949099703057205e-05,1.5126952769913138,95.35
2,512131,Motion Picture Theaters (except Drive-Ins),22,0.0006876945638915529,-0.4391338935464984,33.19
2,512132,Drive-In Motion Picture Theaters,22,1.4432854997006617e-05,0.45070311279633907,64.48
2,512191,Teleproduction and Other Postproduction Services,3,0.00015195800034606728,0.9008161412066703,81.18
2,512199,Other Motion Picture and Video Industries,11,2.5584472689447342e-05,1.8461599560226867,97.57
2,512230,Music Publishers,6,5.621126634168038e-05,0.6123866397731219,72.2
2,512240,Sound Recording Studios,9,9.005619658108382e-05,-0.3689958966737353,34.99
2,512250,Record Production and Distribution,7,6.628443540954351e-05,0.45763131972000887,65.01
2,512290,Other Sound Recording Industries,12,2.8039664239017624e-05,1.44655141258042,94.19
2,513110,Newspaper Publishers,27,0.0005357422999743398,-1.8016287468510044,4.02
2,513120,Periodical Publishers,14,0.00039666258240580825,0.1483936185079864,52.54
2,513130,Book Publishers,11,0.0003212973801201672,0.576417697512795,70.61
2,513140,Directory and Mailing List Publishers,11,9.179433452388708e-05,1.2049447532228235,89.22
2,513191,Greeting Card Publishers,7,1.5425257188772174e-05,2.142216677337033,98.94
2,513199,All Other Publishers,14,0.000252919148178864,0.782258508030478,77.8
2,513210,Software Publishers,12,0.0036649699763344774,1.7380347126989364,96.93
2,516110,Radio Broadcasting Stations,31,0.00032076389223673253,-1.0582985061694852,16.81
2,516120,Television Broadcasting Stations,24,0.00040091327618672315,1.0235832587431701,83.93
2,516210,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",8,0.0013790030779612117,0.4404352852873605,63.74
2,517111,Wired Telecommunications Carriers,22,0.0026601426796708603,-1.6004485577965106,5.71
2,517112,Wireless Telecommunications Carriers (except Satellite),17,0.0005006468282447347,-0.7365727875252253,24.84
2,517121,Telecommunications Resellers,14,0.00022910149557649057,-0.3120864156266293,36.89
2,517410,Satellite Telecommunications,13,5.287266474857313e-05,0.563096775011652,69.87
2,517810,All Other Telecommunications,15,0.00028032206881507246,-0.6609969062238549,27.06
2,518210,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",11,0.0028688741163863133,0.9197039720390676,81.61
2,519210,Libraries and Archives,10,0.00016488791098329022,-0.2982008684642218,37.1
2,519290,Web Search Portals and All Other Information Services,7,0.0009335349588644129,1.0315823259205459,84.36
2,521110,Monetary Authorities-Central Bank,11,0.00012289725177101342,1.0548947550854793,85.1
2,522110,Commercial Banking,25,0.007939056914116551,-2.4925459862508412,0.53
2,522130,Credit Unions,28,0.0017876662695298729,-0.7292972348807065,25.16
2,522180,Savings Institutions and Other Depository Credit Intermediation,20,0.0005546954609084057,-0.6966408320976507,26.22
2,522210,Credit Card Issuing,12,0.00037897143581965226,1.3997266664599055,93.13
2,522220,Sales Financing,13,0.0004908088527598912,-0.1883891571991587,41.75
2,522291,Consumer Lending,17,0.0005311646297487391,-1.1868553075498283,13.0
2,522292,Real Estate Credit,18,0.0010587095728905184,0.15734662650784073,52.75
2,522299,"International, Secondary Market, and All Other Nondepository Credit Intermediation",17,0.0005201392134910894,-1.1858029643207502,13.21
2,522310,Mortgage and Nonmortgage Loan Brokers,14,0.0005027348883476403,0.8225738375021318,79.07
2,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",17,0.0007484777640299799,1.3725545887051094,92.39
2,522390,Other Activities Related to Credit Intermediation,10,0.0004339378970999851,-0.8797986812117533,20.4
2,523150,Investment Banking and Securities Intermediation,16,0.002638619598610141,1.2596183283848814,90.06
2,523160,Commodity Contracts Intermediation,8,0.00016015535717862786,-1.3110225371993758,10.25
2,523210,Securities and Commodity Exchanges,7,5.358971835534015e-05,-1.0397507303594136,17.44
2,523910,Miscellaneous Intermediation,12,0.0002646099901835935,-0.7561599577345677,24.0
2,523940,Portfolio Management and Investment Advice,10,0.003382244343829522,1.930286006339222,97.89
2,523991,"Trust, Fiduciary, and Custody Activities",19,0.00014582002147214157,0.5527604756378808,69.34
2,523999,Miscellaneous Financial Investment Activities,14,0.00022906707700336574,0.22127288824234276,55.18
2,524113,Direct Life Insurance Carriers,18,0.0013343277700451992,1.3998010617771048,93.23
2,524114,Direct Health and Medical Insurance Carriers,22,0.0028333312032060853,1.6718689060786471,96.3
2,524126,Direct Property and Casualty Insurance Carriers,17,0.002866264041257681,-0.2406411821471333,39.64
2,524127,Direct Title Insurance Carriers,18,0.00036420586794910575,-0.5080105453506509,30.66
2,524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers",19,0.00012899507564296018,0.7587919318714434,77.17
2,524130,Reinsurance Carriers,9,0.00019789532260998976,1.402219012558028,93.34
2,524210,Insurance Agencies and Brokerages,19,0.007924497857684752,-1.6437474732382629,5.39
2,524291,Claims Adjusting,17,0.00043775262228798565,-0.9772389700777484,18.5
2,524292,Pharmacy Benefit Management and Other Third Party Administration of Insurance and Pension Funds,17,0.0013632336350411914,1.300783783457226,91.01
2,524298,All Other Insurance Related Activities,20,0.0006444476267602204,0.37206180139100486,61.21
2,525110,Pension Funds,19,2.938198859088549e-05,1.5591994320032405,95.56
2,525120,Health and Welfare Funds,15,3.0397336498067594e-05,1.9634834001408927,98.1
2,525190,Other Insurance Funds,12,1.4358281421902846e-05,1.463463625270192,94.5
2,525910,Open-End Investment Funds,9,2.26761032604003e-05,1.5767313390789346,95.67
2,525920,"Trusts, Estates, and Agency Accounts",23,2.536075196413603e-05,0.17208803454617372,53.49
2,525990,Other Financial Vehicles,13,6.75521861863076e-05,1.1363099189200165,86.89
2,531110,Lessors of Residential Buildings and Dwellings,11,0.0030424871356567445,-0.5308465902272477,29.92
2,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),12,0.0014063314250223164,-0.18245745677915662,41.86
2,531130,Lessors of Miniwarehouses and Self-Storage Units,23,0.0006408336765821145,-0.5143783005877303,30.55
2,531190,Lessors of Other Real Estate Property,22,0.0003864402661877376,-1.221060606980596,12.37
2,531210,Offices of Real Estate Agents and Brokers,16,0.0031964127310997806,-0.3540259603522906,35.41
2,531311,Residential Property Managers,13,0.0033077510787297097,0.6939038973266869,74.95
2,531312,Nonresidential Property Managers,18,0.0010609525165724855,1.0304914676526442,84.25
2,531320,Offices of Real Estate Appraisers,26,0.00018094417534601738,-0.5469352264850417,29.28
2,531390,Other Activities Related to Real Estate,17,0.0007364025812920232,-0.03650272162862942,46.83
2,532111,Passenger Car Rental,18,0.0006368009670976568,1.1925005579935002,88.79
2,532112,Passenger Car Leasing,10,6.874536338796792e-05,1.691852006441348,96.51
2,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",18,0.0005488844584791658,0.6435045990892239,73.26
2,532210,Consumer Electronics and Appliances Rental,17,5.424367124471167e-05,-0.39114468219531023,34.46
2,532281,Formal Wear and Costume Rental,12,3.064973936764958e-05,0.9104149764989128,81.5
2,532282,Video Tape and Disc Rental,15,1.643486866710014e-05,0.3903415653125887,62.16
2,532283,Home Health Equipment Rental,27,0.00019034044580909244,-0.27558428131978585,37.95
2,532284,Recreational Goods Rental,16,0.00012200810529862231,-0.8981222429855228,19.98
2,532289,All Other Consumer Goods Rental,19,0.00036999392466292917,-0.4793556714917735,31.61
2,532310,General Rental Centers,19,0.0001836288240497531,-0.5887882712050516,28.12
2,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",15,3.085625080639849e-05,0.5783922297767986,70.82
2,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",15,0.0005695241294963477,-0.5690111014649888,28.44
2,532420,Office Machinery and Equipment Rental and Leasing,17,6.341622098247542e-05,1.4040479610210128,93.45
2,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,15,0.0004894665284080233,-0.352992131959233,35.52
2,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),15,0.00012874267277337818,0.6322075195692062,72.83
2,541110,Offices of Lawyers,12,0.0073809941694707665,1.176175591015347,88.05
2,541191,Title Abstract and Settlement Offices,29,0.0003725007440721867,-1.2843475713057804,11.1
2,541199,All Other Legal Services,19,0.00026311278225266393,0.6417483888454064,73.15
2,541211,Offices of Certified Public Accountants,12,0.0031894085514688805,-0.718858360263132,25.48
2,541213,Tax Preparation Services,15,0.0008343119489744195,-1.2362984564735136,11.63
2,541214,Payroll Services,13,0.001341268848958704,-0.045946236282263936,46.51
2,541219,Other Accounting Services,26,0.0023242059331149375,-1.2903763251081608,10.99
2,541310,Architectural Services,14,0.0012853902954905634,1.4442789148412838,93.97
2,541320,Landscape Architectural Services,17,0.00030039383337569493,-1.0256667471711483,17.86
2,541330,Engineering Services,20,0.006933116750255231,0.9050002679573188,81.29
2,541340,Drafting Services,21,9.986548992165668e-05,-0.8442966239218773,21.78
2,541350,Building Inspection Services,17,0.00021151360470970904,-0.7843861522280325,22.94
2,541360,Geophysical Surveying and Mapping Services,13,8.753216788526389e-05,-1.2931693014549899,10.89
2,541370,Surveying and Mapping (except Geophysical) Services,22,0.0003449773584300413,-1.1280843697532,15.12
2,541380,Testing Laboratories and Services,11,0.0010257709984100684,-0.1323135935689598,42.81
2,541410,Interior Design Services,14,0.0006578249788480659,0.13147708167346395,52.11
2,541420,Industrial Design Services,11,0.00015030590883607605,0.6028624453904156,71.46
2,541430,Graphic Design Services,18,0.0007314520431909037,-0.24273634153472257,39.32
2,541490,Other Specialized Design Services,13,0.00017941828527081715,0.8612672471641268,79.81
2,541511,Custom Computer Programming Services,14,0.006651750651388706,1.6827200758934786,96.41
2,541512,Computer Systems Design Services,15,0.006919900018175301,1.343434257987662,91.97
2,541513,Computer Facilities Management Services,17,0.0004922372235445711,0.692846595160891,74.84
2,541519,Other Computer Related Services,19,0.0008533110013393185,0.5742086429721116,70.51
2,541611,Administrative Management and General Management Consulting Services,14,0.005762139528260413,0.604861950204615,71.67
2,541612,Human Resources Consulting Services,16,0.0006209167956005538,0.4724224656220968,65.96
2,541613,Marketing Consulting Services,15,0.0022947206888046775,1.1110263195475643,86.68
2,541614,"Process, Physical Distribution, and Logistics Consulting Services",14,0.001026556889163085,0.4641071269886754,65.43
2,541618,Other Management Consulting Services,11,0.0008567528586518002,0.07694478287554772,50.21
2,541620,Environmental Consulting Services,20,0.0006936145584690215,-0.016446458449734927,47.57
2,541690,Other Scientific and Technical Consulting Services,15,0.0015339210755960133,-1.2302017698179961,11.95
2,541713,Research and Development in Nanotechnology,15,0.00014022126691050466,1.4650024681685143,94.61
2,541714,Research and Development in Biotechnology (except Nanobiotechnology),10,0.0016677691700495727,1.7182327819355574,96.62
2,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",14,0.0031980935047540423,0.9551485065685157,82.45
2,541720,Research and Development in the Social Sciences and Humanities,6,0.00040430924206837174,0.6730718082886266,74.31
2,541810,Advertising Agencies,11,0.001382760438860671,1.6607031044589067,96.09
